"Alliance","Conservative","Democratic.Unionist","Green","National.Democratic.Resistance","Natural.Law","Progressive.Unionist","Sinn.Fein","Social.Democratic.and.Labour","Ulster.Unionist","United.Kingdom.Unionist","Constituency","CV","FPTP","British.National","Labour","Liberal","Liberal.Democrat","People.s.Labour","Plaid.Cymru","Referendum","Scottish.National","Scottish.Socialist.Alliance","Socialist","Socialist.Labour","The.Speaker","United.Kingdom.Independence","Ind127","Ind138"
0,51970.9999999999,0,0,0,0,0,0,0,0,0,"Newark","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newbury","Liberal.Democrat","Liberal.Democrat",0,0,0,56476.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle-under-Lyme","Labour","Labour",0,49129,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle upon Tyne Central","Labour","Labour",0,46088,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle upon Tyne East and Wallsend","Labour","Labour",0,41425.9999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle upon Tyne North","Labour","Labour",0,45229,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newport East","Socialist.Labour","Labour",0,0,0,0,0,0,0,0,0,0,37258,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newport West","Labour","Labour",0,40202,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57457,0,0,0,0,0,0,0,0,0,"Norfolk Mid","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Norfolk North","Liberal.Democrat","Conservative",0,0,0,58813,0,0,0,0,0,0,0,0,0,0,0
0,57597.0000000002,0,0,0,0,0,0,0,0,0,"Norfolk North West","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Norfolk South","Liberal.Democrat","Conservative",0,0,0,62097,0,0,0,0,0,0,0,0,0,0,0
0,58796,0,0,0,0,0,0,0,0,0,"Norfolk South West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Normanton","Labour","Labour",0,43004,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48546.0000000001,0,0,0,0,0,0,0,0,0,"Bedfordshire North East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Cornwall North","Liberal.Democrat","Liberal.Democrat",0,0,0,57850,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Devon North","Liberal.Democrat","Liberal.Democrat",0,0,0,54813.9999999998,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Dorest North","Liberal.Democrat","Conservative",0,0,0,52587,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Northampton North","Labour","Labour",0,51697.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57105,0,0,0,0,0,0,0,0,0,"Northampton South","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Northavon","Liberal.Democrat","Liberal.Democrat",0,0,0,62530,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Norwich North","Labour","Labour",0,54544.9999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Norwich South","Labour","Labour",0,50035.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Nottingham East","Labour","Labour",0,39744,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Nottingham North","Labour","Labour",0,41401,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Nottingham South","Labour","Labour",0,48519.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Nuneaton","Labour","Labour",0,53123.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ochil","Scottish.National","Labour",0,0,0,0,0,0,0,43681.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ogmore","Labour","Labour",0,38067.9999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51391,0,0,0,0,0,0,0,0,0,"Old Bexley and Sidcup","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Oldham East and Saddleworth","Liberal.Democrat","Labour",0,0,0,54100.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Oldham West and Royton","Labour","Labour",0,45737.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Orkney and Shetland","Liberal.Democrat","Liberal.Democrat",0,0,0,20605,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Orpington","Liberal.Democrat","Conservative",0,0,0,60162.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Oxford East","Labour","Labour",0,47808.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Oxford West and Abingdon","Liberal.Democrat","Liberal.Democrat",0,0,0,61147.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Paisley North","Referendum","Labour",0,0,0,0,0,0,34135,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Paisley South","Labour","Labour",0,37351,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Pendle","Labour","Labour",0,47034.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48960.9999999999,0,0,0,0,0,0,0,0,0,"Penrith and The Border","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Perth","Scottish.National","Scottish.National",0,0,0,0,0,0,0,44551,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Peterborough","Labour","Labour",0,48427,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Plymouth Devonport","Labour","Labour",0,51962.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Plymouth Sutton","Labour","Labour",0,47256.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Pontefract and Castleford","Labour","Labour",0,41396,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Pontypridd","Labour","Labour",0,45676.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Poole","Liberal.Democrat","Conservative",0,0,0,46809.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Poplar and Canning Town","Labour","Labour",0,39268,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45198.0000000001,0,0,0,0,0,0,0,0,0,"Portsmouth North","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Portsmouth South","Liberal.Democrat","Liberal.Democrat",0,0,0,51695.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Preseli Pembrokeshire","Referendum","Labour",0,0,0,0,0,0,42402.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Preston","Labour","Labour",0,48074,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Pudsey","Labour","Labour",0,52731,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43747.9999999999,0,0,0,0,0,0,0,0,0,"Putney","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51314,0,0,0,0,0,0,0,0,0,"Rayleigh","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50219.9999999999,0,0,0,0,0,0,0,0,0,"Reading East","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48389,0,0,0,0,0,0,0,0,0,"Reading West","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Redcar","Labour","Labour",0,48962.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44748,0,0,0,0,0,0,0,0,0,"Redditch","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Regent's Park and Kensington North","Labour","Labour",0,47177,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47762,0,0,0,0,0,0,0,0,0,"Reigate","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Renfrewshire West","Scottish.National","Labour",0,0,0,0,0,0,0,39786.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Rhondda","Labour","Labour",0,40807.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ribble Valley","Liberal.Democrat","Conservative",0,0,0,57221,0,0,0,0,0,0,0,0,0,0,0
0,47741,0,0,0,0,0,0,0,0,0,"Richmond (Yorkshire)","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Richmond Park","Liberal.Democrat","Liberal.Democrat",0,0,0,56576.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Rochdale","Liberal.Democrat","Labour",0,0,0,47860.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,46535,0,0,0,0,0,0,0,0,0,"Rochford and Southend East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42119,0,0,0,0,0,0,0,0,0,"Romford","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51821.0000000001,0,0,0,0,0,0,0,0,0,"Romsey","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ross, Skye and Inverness West","Liberal.Democrat","Liberal.Democrat",0,0,0,39955,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Rossendale and Darwen","Labour","Labour",0,51207.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Rother Valley","Labour","Labour",0,46157.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Rotherham","Labour","Labour",0,37650,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Roxburgh and Berwickshire","Liberal.Democrat","Liberal.Democrat",0,0,0,34931,0,0,0,0,0,0,0,0,0,0,0
0,61204.9999999999,0,0,0,0,0,0,0,0,0,"Rugby and Kenilworth","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44832.9999999999,0,0,0,0,0,0,0,0,0,"Ruislip-Northwood","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51561.0000000001,0,0,0,0,0,0,0,0,0,"Runnymede and Weybridge","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62112.0000000002,0,0,0,0,0,0,0,0,0,"Rushcliffe","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52630.0000000001,0,0,0,0,0,0,0,0,0,"Rutland and Melton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ryedale","Liberal.Democrat","Conservative",0,0,0,48783.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,56564,0,0,0,0,0,0,0,0,0,"Saffron Walden","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Salford","Labour","Labour",0,33122,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Salisbury","Liberal.Democrat","Conservative",0,0,0,58054.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,54320.9999999999,0,0,0,0,0,0,0,0,0,"Scarborough and Whitby","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Scunthorpe","Labour","Labour",0,41573.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sedgefield","Labour","Labour",0,47115.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56315.9999999998,0,0,0,0,0,0,0,0,0,"Selby","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49904.9999999999,0,0,0,0,0,0,0,0,0,"Sevenoaks","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sheffield Attercliffe","Labour","Labour",0,44318,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sheffield Brightside","Labour","Labour",0,33865,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sheffield Central","Labour","Labour",0,36356,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sheffield Hallam","Liberal.Democrat","Liberal.Democrat",0,0,0,45353.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sheffield Heeley","Labour","Labour",0,43266.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sheffield Hillsborough","Labour","Labour",0,53024,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sherwood","Labour","Labour",0,56532.9999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52872.0000000001,0,0,0,0,0,0,0,0,0,"Shipley","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Shrewsbury and Atcham","Liberal.Democrat","Labour",0,0,0,54959.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,51517.9999999999,0,0,0,0,0,0,0,0,0,"Shropshire North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45518,0,0,0,0,0,0,0,0,0,"Sittingbourne and Sheppey","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54351.0000000001,0,0,0,0,0,0,0,0,0,"Skipton and Ripon","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52598,0,0,0,0,0,0,0,0,0,"Sleaford and North Hykeham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Slough","Labour","Labour",0,47455,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58905.9999999999,0,0,0,0,0,0,0,0,0,"Solihull","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Somerton and Frome","Liberal.Democrat","Liberal.Democrat",0,0,0,57403,0,0,0,0,0,0,0,0,0,0,0
0,49227.0000000001,0,0,0,0,0,0,0,0,0,"South Holland and the Deepings","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55230.9999999999,0,0,0,0,0,0,0,0,0,"South Ribble","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"South Shields","Labour","Labour",0,38604,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Southampton Itchen","Labour","Labour",0,53837.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Southampton Test","Labour","Labour",0,51971.9999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Southend West","Liberal.Democrat","Conservative",0,0,0,46514,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Southport","Liberal.Democrat","Liberal.Democrat",0,0,0,50600.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Southwark North and Bermondsey","Liberal.Democrat","Liberal.Democrat",0,0,0,40618,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sparkbrook and Small Heath","Labour","Labour",0,40224.0000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51916.9999999999,0,0,0,0,0,0,0,0,0,"Spelthorne","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"St. Albans","Liberal.Democrat","Labour",0,0,0,50639,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"St. Helens North","Labour","Labour",0,49231,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"St. Helens South","Labour","Labour",0,44258,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"St. Ives","Liberal.Democrat","Liberal.Democrat",0,0,0,53652,0,0,0,0,0,0,0,0,0,0,0
0,51524,0,0,0,0,0,0,0,0,0,"Stafford","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Staffordshire Moorlands","Labour","Labour",0,51117.0000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51114.0000000001,0,0,0,0,0,0,0,0,0,"Staffordshire South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Stalybridge and Hyde","Labour","Labour",0,43081.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Stevenage","Labour","Labour",0,51385.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Stirling","United.Kingdom.Independence","Labour",0,0,0,0,0,0,0,0,0,0,0,0,42934,0,0
0,0,0,0,0,0,0,0,0,0,0,"Stockport","Labour","Labour",0,46250.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Stockton North","Labour","Labour",0,44473.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Stockton South","Labour","Labour",0,52115.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Stoke-on-Trent Central","Labour","Labour",0,40244.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Stoke-on-Trent North","Labour","Labour",0,38666,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Stoke-on-Trent South","Labour","Labour",0,46236.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53074,0,0,0,0,0,0,0,0,0,"Stone","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49701,0,0,0,0,0,0,0,0,0,"Stourbridge","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61793,0,0,0,0,0,0,0,0,0,"Stratford-on-Avon","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Strathkelvin and Bearsden","Labour","Labour",0,49712,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Streatham","Labour","Labour",0,44885,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Stretford and Urmston","Labour","Labour",0,48695,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61346.9999999999,0,0,0,0,0,0,0,0,0,"Stroud","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52334,0,0,0,0,0,0,0,0,0,"Suffolk Central and North Ipswich","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56256,0,0,0,0,0,0,0,0,0,"Suffolk Coastal","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Suffolk South","Liberal.Democrat","Conservative",0,0,0,51975,0,0,0,0,0,0,0,0,0,0,0
0,49082,0,0,0,0,0,0,0,0,0,"Suffolk West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sunderland North","Labour","Labour",0,37803.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sunderland South","Labour","Labour",0,39924.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54656,0,0,0,0,0,0,0,0,0,"Surrey East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54724.0000000001,0,0,0,0,0,0,0,0,0,"Surrey Heath","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Surrey South West","Liberal.Democrat","Conservative",0,0,0,56458,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sussex Mid","Liberal.Democrat","Conservative",0,0,0,53329,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Sutton and Cheam","Liberal.Democrat","Liberal.Democrat",0,0,0,47092,0,0,0,0,0,0,0,0,0,0,0
0,52400.9999999999,0,0,0,0,0,0,0,0,0,"Sutton Coldfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Swansea East","Labour","Labour",0,38674,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Swansea West","Labour","Labour",0,40469,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Swindon North","Labour","Labour",0,48270,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50980.9999999999,0,0,0,0,0,0,0,0,0,"Swindon South","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Tamworth","Labour","Labour",0,49854.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18400,0,0,0,0,0,0,0,0,0,"Tatton","Ind127","Ind127",0,0,0,0,0,0,0,0,0,0,0,0,0,29354,0
0,0,0,0,0,0,0,0,0,0,0,"Taunton","Liberal.Democrat","Liberal.Democrat",0,0,0,61011,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Tayside North","Scottish.National","Scottish.National",0,0,0,0,0,0,0,45591.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Teignbridge","Liberal.Democrat","Conservative",0,0,0,62805.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Telford","Referendum","Labour",0,0,0,0,0,0,37112,0,0,0,0,0,0,0,0
0,52149,0,0,0,0,0,0,0,0,0,"Tewkesbury","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48954.9999999999,0,0,0,0,0,0,0,0,0,"Thanet North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44988,0,0,0,0,0,0,0,0,0,"Thanet South","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45268,0,0,0,0,0,0,0,0,0,"The Wrekin","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Thurrock","Labour","Labour",0,47212,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Tiverton","Liberal.Democrat","Conservative",0,0,0,59129,0,0,0,0,0,0,0,0,0,0,0
0,49228.9999999999,0,0,0,0,0,0,0,0,0,"Tonbridge and Malling","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Tooting","Labour","Labour",0,45767,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Torbay","Liberal.Democrat","Liberal.Democrat",0,0,0,53222,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Torfaen","Labour","Labour",0,43244.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Totnes","Liberal.Democrat","Conservative",0,0,0,51292.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Tottenham","Labour","Labour",0,37375,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Truro and St. Austell","Liberal.Democrat","Liberal.Democrat",0,0,0,56057,0,0,0,0,0,0,0,0,0,0,0
0,6144.9999999889,0,0,0,0,0,0,0,0,0,"Tunbridge Wells","Liberal.Democrat","Conservative",0,0,0,42209.0000000111,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Tweeddale, Ettrick and Lauderdale","Liberal.Democrat","Liberal.Democrat",0,0,0,39000.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Twickenham","Liberal.Democrat","Liberal.Democrat",0,0,0,57399.9999999998,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Tyne Bridge","Labour","Labour",0,34850,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Tynemouth","Labour","Labour",0,51152.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Tyneside North","Labour","Labour",0,45121,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41318.9999999999,0,0,0,0,0,0,0,0,0,"Upminster","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41545,0,0,0,0,0,0,0,0,0,"Uxbridge","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Vale of Clwyd","Referendum","Labour",0,0,0,0,0,0,39132,0,0,0,0,0,0,0,0
