"Conservative","Natural.Law","Ulster.Unionist","Democratic.Unionist","Alliance","Social.Democratic.and.Labour","Sinn.Fein","Ulster.Popular.Unionist","Constituency","CV","FPTP","Labour","Liberal.Democrat","Plaid.Cymru","Scottish.National","Liberal","Green","Independent.Conservative","Independent.Labour","Social.Democrat","Speaker"
0,0,0,0,0,0,0,0,"Birmingham Edgbaston","Liberal.Democrat","Conservative",0,37813,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Birmingham Erdington","Labour","Labour",36761.0000000001,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Birmingham Hall Green","Liberal.Democrat","Conservative",0,46974.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Birmingham Hodge Hill","Labour","Labour",40461.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Birmingham Ladywood","Labour","Labour",37559,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Birmingham Northfield","Labour","Labour",53667,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Birmingham Perry Barr","Labour","Labour",51685,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Birmingham Selly Oak","Labour","Labour",55192,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Birmingham Sparkbrook","Labour","Labour",34520.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Birmingham Yardley","Liberal.Democrat","Labour",0,42504.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Birminghan Small Heath","Labour","Labour",34700,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bishop Auckland","Labour","Labour",55538,0,0,0,0,0,0,0,0,0
67688.9999999999,0,0,0,0,0,0,0,"Blaby","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Blackburn","Labour","Labour",54643.9999999999,0,0,0,0,0,0,0,0,0
44872.9999999999,0,0,0,0,0,0,0,"Blackpool North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Blackpool South","Liberal.Democrat","Conservative",0,43939,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Blaenau Gwent","Labour","Labour",41373,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Blaydon","Labour","Labour",51314.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Blyth Valley","Liberal.Democrat","Labour",0,49200.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bolsover","Labour","Labour",52669,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bolton North East","Labour","Conservative",48255,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bolton South East","Labour","Labour",49549,0,0,0,0,0,0,0,0,0
59594,0,0,0,0,0,0,0,"Bolton West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
64384.9999999999,0,0,0,0,0,0,0,"Boothferry","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bootle","Labour","Labour",50225,0,0,0,0,0,0,0,0,0
67501.0000000001,0,0,0,0,0,0,0,"Bosworth","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
54688,0,0,0,0,0,0,0,"Bournemouth East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bournemouth West","Liberal.Democrat","Conservative",0,56592,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bow and Poplar","Liberal.Democrat","Labour",0,36215.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bradford North","Labour","Labour",48308.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bradford South","Labour","Labour",52710.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bradford West","Labour","Labour",48475,0,0,0,0,0,0,0,0,0
65794,0,0,0,0,0,0,0,"Braintree","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Brecon and Radnor","Liberal.Democrat","Conservative",0,44269,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Brent East","Labour","Labour",36600,0,0,0,0,0,0,0,0,0
41226,0,0,0,0,0,0,0,"Brent North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Brent South","Labour","Labour",35922,0,0,0,0,0,0,0,0,0
54028.0000000001,0,0,0,0,0,0,0,"Brentford and Isleworth","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
55780,0,0,0,0,0,0,0,"Brentwood and Ongar","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bridgend","Labour","Labour",47088,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bridgwater","Liberal.Democrat","Conservative",0,56727,0,0,0,0,0,0,0,0
66112.9999999998,0,0,0,0,0,0,0,"Bridlington","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
64331,0,0,0,0,0,0,0,"Brigg and Cleethorpes","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
43892.9999999999,0,0,0,0,0,0,0,"Brighton Kemptown","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
44256.9999999999,0,0,0,0,0,0,0,"Brighton Pavilion","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bristol East","Labour","Labour",50046.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bristol North West","Labour","Conservative",59161,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bristol South","Labour","Labour",50122.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Bristol West","Liberal.Democrat","Conservative",0,52269,0,0,0,0,0,0,0,0
58662,0,0,0,0,0,0,0,"Bromsgrove","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
57660.0000000001,0,0,0,0,0,0,0,"Broxbourne","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
60988.9999999999,0,0,0,0,0,0,0,"Broxtowe","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
47216,0,0,0,0,0,0,0,"Buckingham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Burnley","Labour","Labour",51290.9999999999,0,0,0,0,0,0,0,0,0
62068.9999999999,0,0,0,0,0,0,0,"Burton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
58941,0,0,0,0,0,0,0,"Bury North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
12598.0000000035,0,0,0,0,0,0,0,"Bury South","Labour","Conservative",41419.9999999965,0,0,0,0,0,0,0,0,0
62684.9999999998,0,0,0,0,0,0,0,"Bury St. Edmunds","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Caernarfon","Plaid.Cymru","Plaid.Cymru",0,0,36317,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Caerphilly","Labour","Labour",49821.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Caithness and Sutherland","Liberal.Democrat","Liberal.Democrat",0,22231,0,0,0,0,0,0,0,0
61091.9999999999,0,0,0,0,0,0,0,"Calder Valley","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cambridge","Liberal.Democrat","Labour",0,50337.9999999999,0,0,0,0,0,0,0,0
63453.9999999999,0,0,0,0,0,0,0,"Cambridgeshire North East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
63331,0,0,0,0,0,0,0,"Cambridgeshire South East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
68467,0,0,0,0,0,0,0,"Cambridgeshire South West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cannock and Burntwood","Labour","Labour",60670.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Canterbury","Liberal.Democrat","Conservative",0,58734.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cardiff Central","Liberal.Democrat","Labour",0,42915.9999999998,0,0,0,0,0,0,0,0
47614,0,0,0,0,0,0,0,"Cardiff North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cardiff South and Penarth","Labour","Labour",47500,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cardiff West","Labour","Labour",45683.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Carlisle","Labour","Labour",43780,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Carmarthen","Plaid.Cymru","Labour",0,0,56971,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Carrick, Cumnock and Doon Valley","Labour","Labour",42613,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Carshalton and Wallington","Liberal.Democrat","Conservative",0,52489.9999999998,0,0,0,0,0,0,0,0
53278.9999999999,0,0,0,0,0,0,0,"Castle Point","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ceredigion and Pembroke North","Liberal.Democrat","Plaid.Cymru",0,51201.9999999999,0,0,0,0,0,0,0,0
55840.0000000001,0,0,0,0,0,0,0,"Cheadle","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
70605,0,0,0,0,0,0,0,"Chelmsford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Chelsea","Liberal.Democrat","Conservative",0,26738.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cheltenham","Liberal.Democrat","Liberal.Democrat",0,63279.9999999999,0,0,0,0,0,0,0,0
56744.9999999999,0,0,0,0,0,0,0,"Chertsey and Walton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
57264.9999999999,0,0,0,0,0,0,0,"Chesham and Amersham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
53134.0000000001,0,0,0,0,0,0,0,"Chester, City of","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Chesterfield","Liberal.Democrat","Labour",0,55980.9999999999,0,0,0,0,0,0,0,0
63874,0,0,0,0,0,0,0,"Chichester","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
43403.9999999999,0,0,0,0,0,0,0,"Chingford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
44695.9999999998,0,0,0,0,0,0,0,"Chipping Barnet","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
42429.9999999999,0,0,0,0,0,0,0,"Chislehurst","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
65037.9999999998,0,0,0,0,0,0,0,"Chorley","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
57478.9999999999,0,0,0,0,0,0,0,"Christchurch","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
72168.9999999998,0,0,0,0,0,0,0,"Cirencester and Tewkesbury","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
34457.9999999999,0,0,0,0,0,0,0,"City of London and Westminster South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Clackmannan","Scottish.National","Labour",0,0,0,35792.9999999999,0,0,0,0,0,0
52971,0,0,0,0,0,0,0,"Clwyd North West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Clwyd South West","Labour","Labour",49406.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Clydebank and Milngavie","Labour","Labour",36826.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Clydesdale","Labour","Labour",47690,0,0,0,0,0,0,0,0,0
68414,0,0,0,0,0,0,0,"Colchester North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
68461.0000000001,0,0,0,0,0,0,0,"Colchester South and Maldon","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Colne Valley","Liberal.Democrat","Conservative",0,58823,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Congleton","Liberal.Democrat","Conservative",0,59531.9999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Conwy","Liberal.Democrat","Conservative",0,42246.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Copeland","Labour","Labour",45873,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Corby","Labour","Conservative",56639.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cornwall North","Liberal.Democrat","Liberal.Democrat",0,62363.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cornwall South East","Liberal.Democrat","Conservative",0,59760.9999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Coventry North East","Labour","Labour",47430,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Coventry North West","Labour","Labour",39336.0000000001,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Coventry South East","Independent.Labour","Labour",0,2900.99999999999,0,0,0,0,0,33461,0,0
50873,0,0,0,0,0,0,0,"Coventry South West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
61966.9999999999,0,0,0,0,0,0,0,"Crawley","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Crewe and Nantwich","Labour","Labour",61400.9999999998,0,0,0,0,0,0,0,0,0
68052.9999999999,0,0,0,0,0,0,0,"Crosby","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
40027.9999999999,0,0,0,0,0,0,0,"Croydon Central","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
46383.0000000001,0,0,0,0,0,0,0,"Croydon North East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Croydon North West","Labour","Labour",40506.9999999999,0,0,0,0,0,0,0,0,0
50005,0,0,0,0,0,0,0,"Croydon South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cumbernauld and Kilsyth","Labour","Labour",36755.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cunninghame North","Labour","Labour",42865.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cunninghame South","Labour","Labour",37190.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cynon Valley","Labour","Labour",37997,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dagenham","Labour","Labour",42148,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Darlington","Labour","Labour",54900,0,0,0,0,0,0,0,0,0
59898.9999999999,0,0,0,0,0,0,0,"Dartford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
59435.9999999998,0,0,0,0,0,0,0,"Daventry","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
50467.9999999999,0,0,0,0,0,0,0,"Davyhulme","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Delyn","Labour","Labour",55540.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Denton and Reddish","Labour","Labour",52560.9999999999,0,0,0,0,0,0,0,0,0
58773.9999999999,0,0,0,0,0,0,0,"Derby North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Derby South","Labour","Labour",50096,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Derbyshire North East","Labour","Labour",59125,0,0,0,0,0,0,0,0,0
70401,0,0,0,0,0,0,0,"Derbyshire South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
60516.9999999999,0,0,0,0,0,0,0,"Derbyshire West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
73297.9999999999,0,0,0,0,0,0,0,"Devizes","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Devon North","Liberal.Democrat","Liberal.Democrat",0,58208.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Devon West and Torridge","Liberal.Democrat","Conservative",0,62676.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dewsbury","Labour","Labour",57745,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Don Valley","Labour","Labour",58205.0000000001,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Doncaster Central","Labour","Labour",50964.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Doncaster North","Labour","Labour",55244,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dorset North","Liberal.Democrat","Conservative",0,62748.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dorset South","Liberal.Democrat","Conservative",0,57618.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dorset West","Liberal.Democrat","Conservative",0,54604,0,0,0,0,0,0,0,0
57340,0,0,0,0,0,0,0,"Dover","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dudley East","Labour","Labour",55811.9999999999,0,0,0,0,0,0,0,0,0
71115.0000000001,0,0,0,0,0,0,0,"Dudley West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dulwich","Liberal.Democrat","Labour",0,37449.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dumbarton","Labour","Labour",44124.9999999999,0,0,0,0,0,0,0,0,0
48590,0,0,0,0,0,0,0,"Dumfries","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dundee East","Scottish.National","Labour",0,0,0,42604,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dundee West","Labour","Labour",41860.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dunfermline East","Labour","Labour",37948.0000000001,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dunfermline West","Liberal.Democrat","Labour",0,38948.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Durham North","Labour","Labour",56069,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Durham North West","Labour","Labour",46209,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Durham, City of","Labour","Labour",50858.9999999998,0,0,0,0,0,0,0,0,0
44623.9999999999,0,0,0,0,0,0,0,"Ealing Acton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
49631,0,0,0,0,0,0,0,"Ealing North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ealing Southall","Labour","Labour",49484.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Easington","Labour","Labour",47149,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"East Kilbride","Labour","Labour",51275.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"East Lothian","Labour","Labour",54940,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Eastbourne","Liberal.Democrat","Conservative",0,61623.9999999999,0,0,0,0,0,0,0,0
76061.9999999999,0,0,0,0,0,0,0,"Eastleigh","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
51571,0,0,0,0,0,0,0,"Eastwood","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Eccles","Labour","Labour",48114,0,0,0,0,0,0,0,0,0
