"Alliance","Conservative","Democratic.Unionist","Sinn.Fein","Social.Democratic.and.Labour","Ulster.Unionist","United.Kingdom.Unionist","Ind36","Constituency","CV","FPTP","British.National","Green","Kidderminster.Hospital.and.Health.Concern","Labour","Legalise.Cannabis.Alliance","Liberal","Liberal.Democrat","Monster.Raving.Loony","People.s.Justice","Plaid.Cymru","ProLife.Alliance","Scottish.National","Scottish.Socialist","Socialist.Alliance","Socialist.Labour","The.Speaker","United.Kingdom.Independence","Ind10"
0,0,0,0,0,0,0,0,"Telford","United.Kingdom.Independence","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30875,0
0,44860,0,0,0,0,0,0,"Tewkesbury","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41033,0,0,0,0,0,0,"Thanet North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38419.0000000001,0,0,0,0,0,0,"Thanet South","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41490,0,0,0,0,0,0,"The Wrekin","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Thurrock","Labour","Labour",0,0,0,37362.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tiverton","Liberal.Democrat","Conservative",0,0,0,0,0,0,55784,0,0,0,0,0,0,0,0,0,0,0
0,42436,0,0,0,0,0,0,"Tonbridge and Malling","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tooting","Labour","Labour",0,0,0,37591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Torbay","Liberal.Democrat","Liberal.Democrat",0,0,0,0,0,0,47318,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Torfaen","Labour","Labour",0,0,0,35242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Totnes","Liberal.Democrat","Conservative",0,0,0,0,0,0,49245.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tottenham","Labour","Labour",0,0,0,31331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Truro and St. Austell","Liberal.Democrat","Liberal.Democrat",0,0,0,0,0,0,49080,0,0,0,0,0,0,0,0,0,0,0
0,40201.0000000001,0,0,0,0,0,0,"Tunbridge Wells","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tweeddale, Ettrick and Lauderdale","Liberal.Democrat","Liberal.Democrat",0,0,0,0,0,0,33217.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Twickenham","Liberal.Democrat","Liberal.Democrat",0,0,0,0,0,0,49938,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tyne Bridge","Labour","Labour",0,0,0,26032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tynemouth","Labour","Labour",0,0,0,43903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tyneside North","Labour","Labour",0,0,0,37569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33851,0,0,0,0,0,0,"Upminster","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33418,0,0,0,0,0,0,"Uxbridge","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Vale of Clwyd","United.Kingdom.Independence","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32346,0
0,0,0,0,0,0,0,0,"Vale of Glamorgan","Labour","Labour",0,0,0,45184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48490,0,0,0,0,0,0,"Vale of York","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Vauxhall","Labour","Labour",0,0,0,33285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wakefield","Labour","Labour",0,0,0,41253.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wallasey","Labour","Labour",0,0,0,37346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Walsall North","Labour","Labour",0,0,0,32312.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Walsall South","Labour","Labour",0,0,0,34899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Walthamstow","Labour","Labour",0,0,0,33623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wansbeck","Labour","Labour",0,0,0,36343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wansdyke","Labour","Labour",0,0,0,49046.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wantage","Liberal.Democrat","Conservative",0,0,0,0,0,0,49129,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warley","Labour","Labour",0,0,0,31414.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warrington North","Labour","Labour",0,0,0,38910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warrington South","Labour","Labour",0,0,0,45487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warwick and Leamington","Labour","Labour",0,0,0,53539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warwickshire North","Labour","Labour",0,0,0,44409.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Watford","Labour","Labour",0,0,0,46372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Waveney","Labour","Labour",0,0,0,47167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wavertree","Labour","Labour",0,0,0,32138.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52303,0,0,0,0,0,0,"Wealden","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Weaver Vale","Labour","Labour",0,0,0,37786.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51006,0,0,0,0,0,0,"Wellingborough","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wells","Liberal.Democrat","Conservative",0,0,0,0,0,0,51147,0,0,0,0,0,0,0,0,0,0,0
0,42821,0,0,0,0,0,0,"Welwyn Hatfield","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wentworth","Labour","Labour",0,0,0,33778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"West Bromwich East","Labour","Labour",0,0,0,32664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"West Bromwich West","Labour","Labour",0,0,0,31840.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"West Ham","Labour","Labour",0,0,0,29273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Westbury","Liberal.Democrat","Conservative",0,0,0,0,0,0,50627.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Western Isles","Scottish.National","Labour",0,0,0,0,0,0,0,0,0,0,0,13159.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Westmorland and Lonsdale","Liberal.Democrat","Conservative",0,0,0,0,0,0,47611.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Weston-super-Mare","Liberal.Democrat","Liberal.Democrat",0,0,0,0,0,0,46394.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wigan","Labour","Labour",0,0,0,33591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wiltshire North","Liberal.Democrat","Conservative",0,0,0,0,0,0,52948.0000000001,0,0,0,0,0,0,0,0,0,0,0
0,40630.0000000001,0,0,0,0,0,0,"Wimbledon","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Winchester","Liberal.Democrat","Liberal.Democrat",0,0,0,0,0,0,59091.9999999999,0,0,0,0,0,0,0,0,0,0,0
0,42110,0,0,0,0,0,0,"Windsor","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wirral South","Labour","Labour",0,0,0,39818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40475,0,0,0,0,0,0,"Wirral West","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48200,0,0,0,0,0,0,"Witney","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Woking","Liberal.Democrat","Conservative",0,0,0,0,0,0,42910,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wokingham","Liberal.Democrat","Conservative",0,0,0,0,0,0,43848,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wolverhampton North East","Labour","Labour",0,0,0,31493.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wolverhampton South East","Labour","Labour",0,0,0,26743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40897,0,0,0,0,0,0,"Wolverhampton South West","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47346.0000000001,0,0,0,0,0,0,"Woodspring","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Worcester","Labour","Labour",0,0,0,44209.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44896.9999999999,0,0,0,0,0,0,"Worcestershire Mid","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Worcestershire West","Liberal.Democrat","Conservative",0,0,0,0,0,0,44807,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Workington","Labour","Labour",0,0,0,41822.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Worsley","Labour","Labour",0,0,0,35363.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43068.0000000001,0,0,0,0,0,0,"Worthing East and Shoreham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43209,0,0,0,0,0,0,"Worthing West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wrexham","United.Kingdom.Independence","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30048,0
0,44734,0,0,0,0,0,0,"Wycombe","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wyre Forest","Kidderminster.Hospital.and.Health.Concern","Kidderminster.Hospital.and.Health.Concern",0,0,28487,0,0,0,0,0,0,0,0,0,0,0,0,0,20575,0
0,0,0,0,0,0,0,0,"Wythenshawe and Sale East","Labour","Labour",0,0,0,35055.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Yeovil","Liberal.Democrat","Liberal.Democrat",0,0,0,0,0,0,48132,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ynys Môn","Plaid.Cymru","Labour",0,0,0,0,0,0,0,0,0,33796,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"York","Labour","Labour",0,0,0,47979.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43001.0000000001,0,0,0,0,0,0,"Yorkshire East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
