"UK.Independence.Party","Conservative","Green","Democratic.Unionist.Party","Alliance","Sinn.Fein","Social.Democratic.and.Labour.Party","Ulster.Unionist.Party","Cannabis.is.Safer.than.Alcohol.Party","Traditional.Unionist.Voice","Ind86","Constituency","CV","FPTP","Labour","Plaid.Cymru","Liberal.Democrat","Trade.Unionist.and.Socialist.Coalition","Scottish.National.Party","National.Health.Action.Party","Respect","Speaker","Ind38"
0,0,0,0,0,0,0,0,0,0,0,"Ealing, Southall","Labour","Labour",42860.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Easington","Labour","Labour",33668,0,0,0,0,0,0,0,0
0,41577.0000000001,0,0,0,0,0,0,0,0,0,"East Devon","Conservative","Conservative",0,0,0,0,0,0,0,0,13140
0,0,0,0,0,0,0,0,0,0,0,"East Dunbartonshire","Liberal.Democrat","Scottish.National.Party",0,0,54871.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"East Ham","Labour","Labour",51881,0,0,0,0,0,0,0,0
0,51648.9999999999,0,0,0,0,0,0,0,0,0,"East Hampshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"East Kilbride, Strathaven and Lesmahagow","Scottish.National.Party","Scottish.National.Party",0,0,0,0,60221,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"East Lothian","Labour","Scottish.National.Party",58856,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"East Renfrewshire","Labour","Scottish.National.Party",56730,0,0,0,0,0,0,0,0
0,55739,0,0,0,0,0,0,0,0,0,"East Surrey","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,49898,0,0,0,0,0,0,0,0,0,"East Worthing and Shoreham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,49270.9999999999,0,0,0,0,0,0,0,0,0,"East Yorkshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Eastbourne","Liberal.Democrat","Conservative",0,0,52767.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Eastleigh","Liberal.Democrat","Conservative",0,0,55372,0,0,0,0,0,0
0,47351.9999999999,0,0,0,0,0,0,0,0,0,"Eddisbury","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,47089.0000000001,0,0,0,0,0,0,0,0,"Edinburgh East","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Edinburgh North and Leith","Labour","Scottish.National.Party",57886,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Edinburgh South","Labour","Labour",49089,0,0,0,0,0,0,0,0
0,0,51602,0,0,0,0,0,0,0,0,"Edinburgh South West","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Edinburgh West","Liberal.Democrat","Scottish.National.Party",0,0,54857.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Edmonton","Labour","Labour",41337.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ellesmere Port and Neston","Labour","Labour",46504,0,0,0,0,0,0,0,0
0,57796.9999999999,0,0,0,0,0,0,0,0,0,"Elmet and Rothwell","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Eltham","Labour","Labour",43157.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Enfield North","Labour","Labour",45930.0000000001,0,0,0,0,0,0,0,0
0,45812,0,0,0,0,0,0,0,0,0,"Enfield, Southgate","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,49268,0,0,0,0,0,0,0,0,0,"Epping Forest","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,56410.0000000001,0,0,0,0,0,0,0,0,0,"Epsom and Ewell","Conservative","Conservative",0,0,0,0,0,0,0,0,0
48322.0000000001,0,0,0,0,0,0,0,0,0,0,"Erewash","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Erith and Thamesmead","Labour","Labour",42173.9999999999,0,0,0,0,0,0,0,0
0,56747.9999999999,0,0,0,0,0,0,0,0,0,"Esher and Walton","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Exeter","Labour","Labour",53827.9999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Falkirk","Scottish.National.Party","Scottish.National.Party",0,0,0,0,60340.0000000001,0,0,0,0
0,53859.0000000001,0,0,0,0,0,0,0,0,0,"Fareham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,45347.9999999999,0,0,0,0,0,0,0,0,0,"Faversham and Mid Kent","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Feltham and Heston","Labour","Labour",49404.9999999998,0,0,0,0,0,0,0,0
0,49101.0000000001,0,0,0,0,0,0,0,0,0,"Filton and Bradley Stoke","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,50758.9999999999,0,0,0,0,0,0,0,0,0,"Finchley and Golders Green","Conservative","Conservative",0,0,0,0,0,0,0,0,0
54869.9999999999,0,0,0,0,0,0,0,0,0,0,"Folkestone and Hythe","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
49520,0,0,0,0,0,0,0,0,0,0,"Forest of Dean","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,38161,0,0,0,0,0,0,0,0,0,"Fylde","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,48756,0,0,0,0,0,0,0,0,0,"Gainsborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Garston and Halewood","Labour","Labour",48983.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gateshead","Labour","Labour",37949,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gedling","Labour","Labour",47998.0000000001,0,0,0,0,0,0,0,0
46962,0,0,0,0,0,0,0,0,0,0,"Gillingham and Rainham","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,39260,0,0,0,0,0,0,0,0,"Glasgow Central","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow East","Scottish.National.Party","Scottish.National.Party",0,0,0,0,42193,0,0,0,0
0,0,36922,0,0,0,0,0,0,0,0,"Glasgow North","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3796.0000000002,0,0,"Glasgow North East","Trade.Unionist.and.Socialist.Coalition","Scottish.National.Party",0,0,0,34060.9999999999,0,0,0,0,0
0,0,43718,0,0,0,0,0,0,0,0,"Glasgow North West","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow South","Scottish.National.Party","Scottish.National.Party",0,0,0,0,48777.9999999999,0,0,0,0
0,0,40744.9999999999,0,0,0,0,0,0,0,0,"Glasgow South West","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glenrothes","Scottish.National.Party","Scottish.National.Party",0,0,0,0,47598,0,0,0,0
0,52348.0000000001,0,0,0,0,0,0,0,0,0,"Gloucester","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gordon","Liberal.Democrat","Scottish.National.Party",0,0,58161,0,0,0,0,0,0
0,47561.0000000001,0,0,0,0,0,0,0,0,0,"Gosport","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gower","Labour","Conservative",42336.9999999999,0,0,0,0,0,0,0,0
0,52013.9999999999,0,0,0,0,0,0,0,0,0,"Grantham and Stamford","Conservative","Conservative",0,0,0,0,0,0,0,0,0
50139,0,0,0,0,0,0,0,0,0,0,"Gravesham","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
33341,0,0,0,0,0,0,0,0,0,0,"Great Grimsby","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
44469,0,0,0,0,0,0,0,0,0,0,"Great Yarmouth","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Greenwich and Woolwich","Labour","Labour",46716,0,0,0,0,0,0,0,0
0,53218,0,0,0,0,0,0,0,0,0,"Guildford","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hackney North and Stoke Newington","Labour","Labour",49564,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hackney South and Shoreditch","Labour","Labour",47175.0000000002,0,0,0,0,0,0,0,0
43818.0000000001,0,0,0,0,0,0,0,0,0,0,"Halesowen and Rowley Regis","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Halifax","Labour","Labour",43441,0,0,0,0,0,0,0,0
0,48278.0000000001,0,0,0,0,0,0,0,0,0,"Haltemprice and Howden","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Halton","Labour","Labour",44746,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hammersmith","Labour","Labour",47877.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hampstead and Kilburn","Labour","Labour",53774.0000000001,0,0,0,0,0,0,0,0
0,52471,0,0,0,0,0,0,0,0,0,"Harborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0
44136,0,0,0,0,0,0,0,0,0,0,"Harlow","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,53375.9999999999,0,0,0,0,0,0,0,0,0,"Harrogate and Knaresborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,49000,0,0,0,0,0,0,0,0,0,"Harrow East","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Harrow West","Labour","Labour",46486.0000000001,0,0,0,0,0,0,0,0
35486,0,0,0,0,0,0,0,0,0,0,"Hartlepool","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,48431.9999999999,0,0,0,0,0,0,0,0,0,"Harwich and North Essex","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,50927.0000000001,0,0,0,0,0,0,0,0,0,"Hastings and Rye","Conservative","Conservative",0,0,0,0,0,0,0,0,0
44827.9999999999,0,0,0,0,0,0,0,0,0,0,"Havant","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hayes and Harlington","Labour","Labour",45055.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hazel Grove","Liberal.Democrat","Conservative",0,0,43219.0000000001,0,0,0,0,0,0
0,49381,0,0,0,0,0,0,0,0,0,"Hemel Hempstead","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hemsworth","Labour","Labour",41388.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hendon","Labour","Conservative",49630,0,0,0,0,0,0,0,0
0,55236,0,0,0,0,0,0,0,0,0,"Henley","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,47257,0,0,0,0,0,0,0,0,0,"Hereford and South Herefordshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,56277,0,0,0,0,0,0,0,0,0,"Hertford and Stortford","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,50090.9999999999,0,0,0,0,0,0,0,0,0,"Hertsmere","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,43345,0,0,0,0,0,0,0,0,0,"Hexham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
48538,0,0,0,0,0,0,0,0,0,0,"Heywood and Middleton","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,50789,0,0,0,0,0,0,0,0,0,"High Peak","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,55374.9999999999,0,0,0,0,0,0,0,0,0,"Hitchin and Harpenden","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Holborn and St Pancras","Labour","Labour",54636,0,0,0,0,0,0,0,0
55042.9999999999,0,0,0,0,0,0,0,0,0,0,"Hornchurch and Upminster","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hornsey and Wood Green","Labour","Labour",57539.9999999999,0,0,0,0,0,0,0,0
0,55940.0000000001,0,0,0,0,0,0,0,0,0,"Horsham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Houghton and Sunderland South","Labour","Labour",38489.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hove","Labour","Labour",51767.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Huddersfield","Labour","Labour",40478,0,0,0,0,0,0,0,0
0,55927.0000000001,0,0,0,0,0,0,0,0,0,"Huntingdon","Conservative","Conservative",0,0,0,0,0,0,0,0,0
42887,0,0,0,0,0,0,0,0,0,0,"Hyndburn","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ilford North","Labour","Labour",48845,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ilford South","Labour","Labour",51912.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2769.99999999978,0,0,"Inverclyde","Scottish.National.Party","Scottish.National.Party",0,0,0,0,41837.0000000003,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Inverness, Nairn, Badenoch and Strathspey","Liberal.Democrat","Scottish.National.Party",0,0,57191,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ipswich","Labour","Conservative",48694,0,0,0,0,0,0,0,0
67101.9999999999,0,0,0,0,0,0,0,0,0,0,"Isle of Wight","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Islington North","Labour","Labour",49122,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Islington South and Finsbury","Labour","Labour",44270.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Islwyn","Labour","Labour",35187.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Jarrow","Labour","Labour",38564,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Keighley","Labour","Conservative",49123.0000000001,0,0,0,0,0,0,0,0
0,48282,0,0,0,0,0,0,0,0,0,"Kenilworth and Southam","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,34531.9999999999,0,0,0,0,0,0,0,0,"Kensington","Green","Conservative",0,0,0,0,0,0,0,0,0
0,47067.0000000001,0,0,0,0,0,0,0,0,0,"Kettering","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kilmarnock and Loudoun","Scottish.National.Party","Scottish.National.Party",0,0,0,0,53903,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kingston and Surbiton","Liberal.Democrat","Conservative",0,0,59055,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kingston upon Hull East","Labour","Labour",34733.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kingston upon Hull North","Labour","Labour",34970.0000000001,0,0,0,0,0,0,0,0
31803,0,0,0,0,0,0,0,0,0,0,"Kingston upon Hull West and Hessle","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,47912,0,0,0,0,0,0,0,0,0,"Kingswood","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kirkcaldy and Cowdenbeath","Scottish.National.Party","Scottish.National.Party",0,0,0,0,52892,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Knowsley","Labour","Labour",50728,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lanark and Hamilton East","Scottish.National.Party","Scottish.National.Party",0,0,0,0,55258.0000000001,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lancaster and Fleetwood","Labour","Labour",41564.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds Central","Labour","Labour",45048.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds East","Labour","Labour",38196,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds North East","Labour","Labour",47840.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds North West","Liberal.Democrat","Liberal.Democrat",0,0,43110.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds West","Labour","Labour",38423,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leicester East","Labour","Labour",47951,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leicester South","Labour","Labour",45942.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leicester West","Labour","Labour",34522,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leigh","Labour","Labour",44581,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewes","Liberal.Democrat","Conservative",0,0,50539.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewisham East","Labour","Labour",42251.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewisham West and Penge","Labour","Labour",47921,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewisham, Deptford","Labour","Labour",46356.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leyton and Wanstead","Labour","Labour",40413.9999999999,0,0,0,0,0,0,0,0
0,51346.9999999999,0,0,0,0,0,0,0,0,0,"Lichfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lincoln","Labour","Conservative",46565.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Linlithgow and East Falkirk","Scottish.National.Party","Scottish.National.Party",0,0,0,0,61494,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool, Riverside","Labour","Labour",44263,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool, Walton","Labour","Labour",38324,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool, Wavertree","Labour","Labour",40830.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool, West Derby","Labour","Labour",38982,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Livingston","Scottish.National.Party","Scottish.National.Party",0,0,0,0,57546.9999999999,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Llanelli","Plaid.Cymru","Labour",0,38167,0,0,0,0,0,0,0
0,52019.9999999998,0,0,0,0,0,0,0,0,0,"Loughborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,49414,0,0,0,0,0,0,0,0,0,"Louth and Horncastle","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,48063,0,0,0,0,0,0,0,0,0,"Ludlow","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Luton North","Labour","Labour",42571,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Luton South","Labour","Labour",41158.0000000001,0,0,0,0,0,0,0,0
0,49598,0,0,0,0,0,0,0,0,0,"Macclesfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,53637.9999999999,0,0,0,0,0,0,0,0,0,"Maidenhead","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Maidstone and The Weald","Liberal.Democrat","Conservative",0,0,49957.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Makerfield","Labour","Labour",44788.0000000001,0,0,0,0,0,0,0,0
0,45504.9999999999,0,0,0,0,0,0,0,0,0,"Maldon","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Manchester Central","Labour","Labour",44913.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Manchester, Gorton","Labour","Labour",41838.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Manchester, Withington","Labour","Labour",49905.0000000001,0,0,0,0,0,0,0,0
47193,0,0,0,0,0,0,0,0,0,0,"Mansfield","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,51717,0,0,0,0,0,0,0,0,0,"Meon Valley","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,52503.0000000002,0,0,0,0,0,0,0,0,0,"Meriden","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Merthyr Tydfil and Rhymney","Labour","Labour",32070,0,0,0,0,0,0,0,0
0,57382,0,0,0,0,0,0,0,0,0,"Mid Bedfordshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,47728.9999999999,0,0,0,0,0,0,0,0,0,"Mid Derbyshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Mid Dorset and North Poole","Liberal.Democrat","Conservative",0,0,46499,0,0,0,0,0,0
0,52212,0,0,0,0,0,0,0,0,0,"Mid Norfolk","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,56205.0000000003,0,0,0,0,0,0,0,0,0,"Mid Sussex","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,52224.9999999999,0,0,0,0,0,0,0,0,0,"Mid Worcestershire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Middlesbrough","Labour","Labour",32706,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Middlesbrough South and East Cleveland","Labour","Labour",45677,0,0,0,0,0,0,0,0
0,0,13990.0000000007,0,0,0,0,0,0,0,0,"Midlothian","Scottish.National.Party","Scottish.National.Party",0,0,0,0,34340.9999999993,0,0,0,0
0,57580,0,0,0,0,0,0,0,0,0,"Milton Keynes North","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,58578.0000000001,0,0,0,0,0,0,0,0,0,"Milton Keynes South","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Mitcham and Morden","Labour","Labour",44925.0000000001,0,0,0,0,0,0,0,0
0,55139.9999999999,0,0,0,0,0,0,0,0,0,"Mole Valley","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,47362.0000000001,0,0,0,0,0,0,0,0,0,"Monmouth","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Montgomeryshire","Liberal.Democrat","Conservative",0,0,33757.0000000001,0,0,0,0,0,0
0,0,49280,0,0,0,0,0,0,0,0,"Moray","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,43157.0000000001,0,0,0,0,0,0,0,0,"Morecambe and Lunesdale","Green","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Morley and Outwood","Labour","Conservative",47771,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Motherwell and Wishaw","Scottish.National.Party","Scottish.National.Party",0,0,0,0,48237,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Na h-Eileanan an Iar","Liberal.Democrat","Scottish.National.Party",0,0,14893,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Neath","Labour","Labour",37134.9999999999,0,0,0,0,0,0,0,0
0,49447.0000000001,0,0,0,0,0,0,0,0,0,"New Forest East","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,47410,0,0,0,0,0,0,0,0,0,"New Forest West","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,51664.9999999999,0,0,0,0,0,0,0,0,0,"Newark","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,56933.9999999998,0,0,0,0,0,0,0,0,0,"Newbury","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle upon Tyne Central","Labour","Labour",35085,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle upon Tyne East","Labour","Labour",39099.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle upon Tyne North","Labour","Labour",44552.9999999999,0,0,0,0,0,0,0,0
42714,0,0,0,0,0,0,0,0,0,0,"Newcastle-under-Lyme","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
34710,0,0,0,0,0,0,0,0,0,0,"Newport East","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newport West","Labour","Labour",40346.9999999999,0,0,0,0,0,0,0,0
0,27043.0000000014,0,0,0,0,0,0,0,0,0,"Newton Abbot","Conservative","Conservative",0,0,21209.9999999986,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Normanton, Pontefract and Castleford","Labour","Labour",45897.0000000002,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Ayrshire and Arran","Scottish.National.Party","Scottish.National.Party",0,0,0,0,53869,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Cornwall","Liberal.Democrat","Conservative",0,0,47562.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Devon","Liberal.Democrat","Conservative",0,0,52182.0000000001,0,0,0,0,0,0
0,53385,0,0,0,0,0,0,0,0,0,"North Dorset","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Durham","Labour","Labour",40146,0,0,0,0,0,0,0,0
0,58672,0,0,0,0,0,0,0,0,0,"North East Bedfordshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,51780.0000000001,0,0,0,0,0,0,0,0,0,"North East Cambridgeshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North East Derbyshire","Labour","Labour",47787,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North East Fife","Liberal.Democrat","Scottish.National.Party",0,0,44938,0,0,0,0,0,0
0,53616,0,0,0,0,0,0,0,0,0,"North East Hampshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,52286.9999999998,0,0,0,0,0,0,0,0,0,"North East Hertfordshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,51110,0,0,0,0,0,0,0,0,0,"North East Somerset","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,48023,0,0,0,0,0,0,0,0,0,"North Herefordshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"North Norfolk","Liberal.Democrat","Liberal.Democrat",0,0,49414.0000000001,0,0,0,0,0,0
