"Ulster.Unionist","Alliance","The.Workers...NI.","Democratic.Unionist","Social.Democratic.and.Labour","Sinn.Fein","Ulster.Popular.Unionist","Independent.Ulster.Unionist","Constituency","CV","FPTP","Labour","Liberal","Conservative","Plaid.Cymru","Social.Democratic","Scottish.National","Green","Independent.Labour","Speaker"
0,0,0,0,0,0,0,0,"Epping Forest","Conservative","Conservative",0,0,51753,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Epsom and Ewell","Conservative","Conservative",0,0,53280,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Erewash","Conservative","Conservative",0,0,59238,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Erith and Crayford","Social.Democratic","Conservative",0,0,0,0,44712.0000000001,0,0,0,0
0,0,0,0,0,0,0,0,"Esher","Conservative","Conservative",0,0,47796.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Exeter","Social.Democratic","Conservative",0,0,0,0,60428.0000000001,0,0,0,0
0,0,0,0,0,0,0,0,"Falkirk East","Labour","Labour",39415,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Falkirk West","Labour","Labour",38496.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Falmouth and Camborne","Social.Democratic","Conservative",0,0,0,0,53682,0,0,0,0
0,0,0,0,0,0,0,0,"Fareham","Conservative","Conservative",0,0,60218,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Faversham","Conservative","Conservative",0,0,60785.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Feltham and Heston","Conservative","Conservative",0,0,59703,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Fife Central","Labour","Labour",42728,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Fife North East","Liberal","Liberal",0,39852,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Finchley","Conservative","Conservative",0,0,39873.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Folkestone and Hythe","Liberal","Conservative",0,50424,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Fulham","Conservative","Conservative",0,0,42012,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Fylde","Conservative","Conservative",0,0,48301,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gainsborough and Horncastle","Liberal","Conservative",0,53675,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Galloway and Upper Nithsdale","Scottish.National","Conservative",0,0,0,0,0,40810,0,0,0
0,0,0,0,0,0,0,0,"Gateshead East","Labour","Labour",48792.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gedling","Conservative","Conservative",0,0,54129,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gillingham","Conservative","Conservative",0,0,54103,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glanford and Scunthorpe","Labour","Labour",56715.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Cathcart","Labour","Labour",37648,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Central","Labour","Labour",33142,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Garscadden","Labour","Labour",34250,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Govan","Labour","Labour",36895.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Hillhead","Social.Democratic","Labour",0,0,0,0,41869,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Maryhill","Labour","Labour",35341.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Pollok","Labour","Labour",36830,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Provan","Labour","Labour",30217,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Rutherglen","Labour","Labour",44257,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Shettleston","Labour","Labour",37749.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Glasgow Springburn","Labour","Labour",34787,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gloucester","Conservative","Conservative",0,0,60034,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gloucestershire West","Social.Democratic","Conservative",0,0,0,0,63274.9999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Gordon","Liberal","Liberal",0,54125.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gosport","Conservative","Conservative",0,0,50937.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gower","Labour","Labour",47498,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Grantham","Conservative","Conservative",0,0,59569.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gravesham","Conservative","Conservative",0,0,57713.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Great Grimsby","Social.Democratic","Labour",0,0,0,0,51598.9999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Great Yarmouth","Conservative","Conservative",0,0,48976,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Greenock and Port Glasgow","Labour","Labour",43560.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Greenwich","Social.Democratic","Social.Democratic",0,0,0,0,37198,0,0,0,0
0,0,0,0,0,0,0,0,"Guildford","Conservative","Conservative",0,0,58616.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hackney North and Stoke Newington","Labour","Labour",38589,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hackney South and Shoreditch","Labour","Labour",38888,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Halesowen and Stourbridge","Conservative","Conservative",0,0,61923.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Halifax","Labour","Labour",57028,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Halton","Labour","Labour",57824,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hamilton","Labour","Labour",47859,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hammersmith","Green","Labour",0,0,0,0,0,0,34900.9999999999,0,0
0,0,0,0,0,0,0,0,"Hampshire East","Conservative","Conservative",0,0,66843.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hampshire North West","Conservative","Conservative",0,0,54483.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hampstead and Highgate","Social.Democratic","Conservative",0,0,0,0,44995,0,0,0,0
0,0,0,0,0,0,0,0,"Harborough","Conservative","Conservative",0,0,59268.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Harlow","Conservative","Conservative",0,0,55072,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Harrogate","Social.Democratic","Conservative",0,0,0,0,56103,0,0,0,0
0,0,0,0,0,0,0,0,"Harrow East","Conservative","Conservative",0,0,59582.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Harrow West","Conservative","Conservative",0,0,55133,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hartlepool","Labour","Labour",48349.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Harwich","Conservative","Conservative",0,0,56526.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hastings and Rye","Liberal","Conservative",0,51803.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Havant","Conservative","Conservative",0,0,56574,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hayes and Harlington","Conservative","Conservative",0,0,43386,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hazel Grove","Liberal","Conservative",0,53652.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hemsworth","Labour","Labour",41586,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hendon North","Conservative","Conservative",0,0,36236.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hendon South","Liberal","Conservative",0,34819,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Henley","Conservative","Conservative",0,0,49047,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hereford","Liberal","Conservative",0,52348,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hertford and Stortford","Conservative","Conservative",0,0,58694.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hertfordshire North","Liberal","Conservative",0,63839.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hertfordshire South West","Conservative","Conservative",0,0,58764.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hertfordshire West","Conservative","Conservative",0,0,63913.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hertsmere","Conservative","Conservative",0,0,55285.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hexham","Liberal","Conservative",0,45113,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Heywood and Middleton","Labour","Labour",43905,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"High Peak","Social.Democratic","Conservative",0,0,0,0,56303.0000000001,0,0,0,0
0,0,0,0,0,0,0,0,"Holborn and St. Pancras","Labour","Labour",45073,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Holland with Boston","Conservative","Conservative",0,0,46963,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Honiton","Conservative","Conservative",0,0,58288.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hornchurch","Conservative","Conservative",0,0,46993.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hornsey and Wood Green","Labour","Conservative",59097,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Horsham","Conservative","Conservative",0,0,62461,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Houghton and Washington","Labour","Labour",55507.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hove","Conservative","Conservative",0,0,48695.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Huddersfield","Labour","Labour",50171,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hull East","Labour","Labour",48456.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hull North","Labour","Labour",51038.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hull West","Labour","Labour",37593,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Huntingdon","Conservative","Conservative",0,0,63773,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hyndburn","Labour","Conservative",48711.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ilford North","Conservative","Conservative",0,0,43887.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ilford South","Conservative","Conservative",0,0,42058,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Inverness, Nairn and Lochaber","Liberal","Liberal",0,47314.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ipswich","Labour","Conservative",52377.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Isle of Wight","Liberal","Conservative",0,78533.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Islington North","Labour","Labour",39188,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Islington South and Finsbury","Social.Democratic","Labour",0,0,0,0,41081,0,0,0,0
0,0,0,0,0,0,0,0,"Islwyn","Labour","Labour",40533.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Jarrow","Labour","Labour",46736.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Keighley","Conservative","Conservative",0,0,52241,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kensington","Social.Democratic","Conservative",0,0,0,0,31096,0,0,0,0
0,0,0,0,0,0,0,0,"Kent Mid","Conservative","Conservative",0,0,52089.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kettering","Social.Democratic","Conservative",0,0,0,0,51966.0000000001,0,0,0,0
0,0,0,0,0,0,0,0,"Kilmarnock and Loudoun","Labour","Labour",48877.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kincardine and Deeside","Liberal","Conservative",0,47818.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kingston upon Thames","Liberal","Conservative",0,42886,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kingswood","Conservative","Conservative",0,0,58588.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kirkcaldy","Labour","Labour",40904,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Knowsley North","Labour","Labour",38732,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Knowsley South","Labour","Labour",48670,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lancashire West","Labour","Conservative",60619,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lancaster","Conservative","Conservative",0,0,45307.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Langbaurgh","Labour","Conservative",62411,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds Central","Labour","Labour",37888,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds East","Labour","Labour",42968,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds North East","Social.Democratic","Conservative",0,0,0,0,48680.9999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds North West","Liberal","Conservative",0,51632,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds South and Morley","Labour","Labour",43490,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds West","Liberal","Labour",0,48647.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicester East","Labour","Labour",52158.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicester South","Labour","Labour",56280,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicester West","Labour","Labour",49819,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicestershire North West","Conservative","Conservative",0,0,58519.9999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leigh","Labour","Labour",51266.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leominster","Conservative","Conservative",0,0,54262.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lewes","Conservative","Conservative",0,0,56354.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lewisham Deptford","Labour","Labour",37758,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lewisham East","Social.Democratic","Conservative",0,0,0,0,44050,0,0,0,0
0,0,0,0,0,0,0,0,"Lewisham West","Conservative","Conservative",0,0,45465,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leyton","Liberal","Labour",0,40123,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lincoln","Conservative","Conservative",0,0,58030,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lindsey East","Liberal","Conservative",0,55686.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Linlithgow","Scottish.National","Labour",0,0,0,0,0,46032.9999999999,0,0,0
0,0,0,0,0,0,0,0,"Littleborough and Saddleworth","Liberal","Conservative",0,51151.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Broadgreen","Independent.Labour","Independent.Labour",0,21714,0,0,0,0,0,26176,0
0,0,0,0,0,0,0,0,"Liverpool Garston","Labour","Labour",46289,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Mossley Hill","Liberal","Liberal",0,45802.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Riverside","Labour","Labour",34233,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Walton","Labour","Labour",53807.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool West Derby","Labour","Labour",44443,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Livingston","Labour","Labour",41943.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Llanelli","Labour","Labour",49879,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Loughborough","Conservative","Conservative",0,0,58369.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ludlow","Conservative","Conservative",0,0,51023,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Luton North","Conservative","Conservative",0,0,57587,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Luton South","Conservative","Conservative",0,0,53555.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Macclesfield","Conservative","Conservative",0,0,58886.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Maidstone","Liberal","Conservative",0,55488,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Makerfield","Labour","Labour",53660,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Blackley","Labour","Labour",42871,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Central","Labour","Labour",40239,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Gorton","Labour","Labour",44995,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Withington","Labour","Labour",50411,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Wythenshawe","Labour","Labour",41828.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Mansfield","Social.Democratic","Labour",0,0,0,0,50768,0,0,0,0
0,0,0,0,0,0,0,0,"Medway","Conservative","Conservative",0,0,46803,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Meirionnydd Nant Conwy","Plaid.Cymru","Plaid.Cymru",0,0,0,25969,0,0,0,0,0
0,0,0,0,0,0,0,0,"Meriden","Conservative","Conservative",0,0,57946,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Merthyr Tydfil and Rhymney","Labour","Labour",44405,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Middlesbrough","Labour","Labour",43129.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Midlothian","Labour","Labour",46738.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Milton Keynes","Conservative","Conservative",0,0,74011.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Mitcham and Morden","Conservative","Conservative",0,0,47751,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Mole Valley","Conservative","Conservative",0,0,52148.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Monklands East","Labour","Labour",37141.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Monklands West","Labour","Labour",39333,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Monmouth","Social.Democratic","Conservative",0,0,0,0,47100.0000000001,0,0,0,0
0,0,0,0,0,0,0,0,"Montgomery","Liberal","Liberal",0,31616,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Moray","Scottish.National","Scottish.National",0,0,0,0,0,45177,0,0,0
0,0,0,0,0,0,0,0,"Morecambe and Lunesdale","Social.Democratic","Conservative",0,0,0,0,42404.0000000001,0,0,0,0
0,0,0,0,0,0,0,0,"Motherwell North","Labour","Labour",44552.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Motherwell South","Labour","Labour",39151,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Neath","Labour","Labour",43570,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"New Forest","Conservative","Conservative",0,0,57500,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newark","Conservative","Conservative",0,0,52430.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newbury","Conservative","Conservative",0,0,58639,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle upon Tyne Central","Labour","Labour",46070.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle upon Tyne East","Labour","Labour",41581.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle upon Tyne North","Liberal","Labour",0,52520,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle-under-Lyme","Liberal","Labour",0,53363.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newham North East","Labour","Labour",38976,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newham North West","Green","Labour",0,0,0,0,0,0,28275,0,0
0,0,0,0,0,0,0,0,"Newham South","Social.Democratic","Labour",0,0,0,0,29711,0,0,0,0
0,0,0,0,0,0,0,0,"Newport East","Labour","Labour",41813,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newport West","Labour","Labour",45346,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk Mid","Conservative","Conservative",0,0,57780,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk North","Conservative","Conservative",0,0,54059.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk North West","Social.Democratic","Conservative",0,0,0,0,58145,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk South","Conservative","Conservative",0,0,63453.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk South West","Conservative","Conservative",0,0,56446,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Normanton","Labour","Labour",47036,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Northampton North","Conservative","Conservative",0,0,51537,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Northampton South","Conservative","Conservative",0,0,57210.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Northavon","Conservative","Conservative",0,0,62940.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norwich North","Liberal","Conservative",0,49690,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norwich South","Social.Democratic","Labour",0,0,0,0,51891.9999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Norwood","Labour","Labour",37574.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nottingham East","Labour","Conservative",46751.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nottingham North","Labour","Labour",49673.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nottingham South","Labour","Conservative",53524.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nuneaton","Conservative","Conservative",0,0,54874,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ogmore","Labour","Labour",41029,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Old Bexley and Sidcup","Conservative","Conservative",0,0,39188.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oldham Central and Royton","Labour","Labour",45195,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oldham West","Labour","Labour",41093,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Orkney and Shetland","Liberal","Liberal",0,18224,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Orpington","Conservative","Conservative",0,0,46810.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oxford East","Labour","Labour",49006.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oxford West and Abingdon","Social.Democratic","Conservative",0,0,0,0,54267,0,0,0,0
0,0,0,0,0,0,0,0,"Paisley North","Labour","Labour",36381,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Paisley South","Labour","Labour",38479,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Peckham","Labour","Labour",32947,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pembroke","Liberal","Conservative",0,56879.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pendle","Liberal","Conservative",0,52041.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Penrith and The Border","Conservative","Conservative",0,0,55005,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Perth and Kinross","Scottish.National","Conservative",0,0,0,0,0,47214.9999999999,0,0,0
0,0,0,0,0,0,0,0,"Peterborough","Conservative","Conservative",0,0,61953.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Plymouth Devonport","Social.Democratic","Social.Democratic",0,0,0,0,49774,0,0,0,0
0,0,0,0,0,0,0,0,"Plymouth Drake","Social.Democratic","Conservative",0,0,0,0,39209,0,0,0,0
0,0,0,0,0,0,0,0,"Plymouth Sutton","Liberal","Conservative",0,50670.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pontefract and Castleford","Labour","Labour",47020,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pontypridd","Labour","Labour",46920,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Poole","Conservative","Conservative",0,0,59411,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Portsmouth North","Conservative","Conservative",0,0,60208.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Portsmouth South","Social.Democratic","Conservative",0,0,0,0,53909.9999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Preston","Labour","Labour",44489,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pudsey","Liberal","Conservative",0,55939,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Putney","Conservative","Conservative",0,0,47929,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ravensbourne","Conservative","Conservative",0,0,44758.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Reading East","Conservative","Conservative",0,0,52851,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Reading West","Conservative","Conservative",0,0,50851.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Redcar","Labour","Labour",48211.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Reigate","Conservative","Conservative",0,0,52163,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Renfrew West and Inverclyde","Social.Democratic","Labour",0,0,0,0,45244,0,0,0,0
0,0,0,0,0,0,0,0,"Rhondda","Labour","Labour",46664.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ribble Valley","Conservative","Conservative",0,0,49524.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Richmond (Yorkshire)","Conservative","Conservative",0,0,57150.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Richmond and Barnes","Liberal","Conservative",0,45529,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rochdale","Liberal","Liberal",0,51272,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rochford","Conservative","Conservative",0,0,59358.0000000002,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Romford","Conservative","Conservative",0,0,40598.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Romsey and Waterside","Conservative","Conservative",0,0,62547,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ross, Cromarty and Skye","Social.Democratic","Social.Democratic",0,0,0,0,38078,0,0,0,0
0,0,0,0,0,0,0,0,"Rossendale and Darwen","Conservative","Conservative",0,0,60227,0,0,0,0,0,0
