"BNP","Ch.P","Con","ED","Grn","ICHC","Ind2","ISGB","Lab","LD","MRLP","NF","PC","Respect","SNP","Speaker","TUSC","UKIP","Independent36","Constituency","CV1","CV2","CV4","CV6","CV12","CV13","CV16","CV21","CV24","CV34","CV37","CV74","CV83","CV93","CV114","CV139","CV148","CV170","CV202","CV253","CV265","CV274","CV275","CV400","CV403","CV443","CV488","CV505","CV506","CV571","CV603","CV636","CV666","CV672","CV703","CV763","CV781","CV844","CV901","CV928","CV970","CV1025","CV1027","CV1030","CV1046","CV1115","CV1119","CV1166","CV1167","CV1172","CV1185","CV1195","CV1228","CV1237","CV1260","CV1268","CV1294","CV1295","CV1308","CV1330","CV1345","CV1372","CV1412","CV1460","CV1462","CV1470","CV1521","CV1579","CV1581","CV1609","CV1615","CV1618","CV1623","CV1628","CV1635","CV1649","CV1651","CV1714","CV1727","CV1791","CV1845","CV1851","CV1866","CV1880","CV1888","CV1922","CV1925","CV1928","CV1930","CV1946","CV1947","CV1948","CV1976","CV1991","CV2000","CV2018","CV2020","CV2023","CV2026","CV2031","CV2039","CV2045","CV2049","CV2052","CV2057","CV2061","CV2071","CV2078","CV2081","CV2082","CV2095","CV2102","CV2113","CV2118","CV2134","CV2140","CV2157","CV2161","CV2166","CV2167","CV2187","CV2205","CV2215","CV2226","CV2243","CV2245","CV2285","CV2302","CV2309","CV2331","CV2354","CV2373","CV2380","CV2385","CV2390","CV2402","CV2420","CV2425","CV2428","CV2455","CV2459","CV2461","CV2486","CV2494","CV2500","CV2501","CV2510","CV2532","CV2572","CV2582","CV2599","CV2602","CV2620","CV2630","CV2678","CV2724","CV2740","CV2802","CV2859","CV2883","CV2886","CV2893","CV2895","CV2898","CV2900"
1624,0,23460,0,0,0,0,0,4891,23635,0,0,0,0,0,0,0,1200,0,"Solihull","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD"
0,0,28549,0,0,0,0,0,6448,20687,0,0,0,0,0,0,0,2257,0,"Somerset North","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD"
0,0,21130,0,670,0,0,0,16216,11433,0,0,0,0,0,0,0,1754,0,"Somerset North East","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
0,0,26976,0,0,0,0,0,2675,28793,0,0,0,0,0,0,0,1932,0,"Somerton & Frome","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD"
1796,0,29639,0,724,0,0,0,7024,7759,0,0,0,0,0,0,0,3246,0,"South Holland & The Deepings","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
1054,0,23396,0,0,0,0,0,17842,7271,0,0,0,0,0,0,0,1895,0,"South Ribble","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
2382,0,7886,0,762,0,168,0,18995,5189,0,0,0,0,0,0,0,0,0,"South Shields","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
0,0,16134,0,600,0,0,0,16326,9256,0,0,0,0,0,0,168,1928,0,"Southampton Itchen","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
0,0,14588,0,881,0,0,0,17001,9865,0,0,0,0,0,0,0,1726,0,"Southampton Test","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
1333,0,20086,546,644,0,0,0,5850,12816,0,0,0,0,0,0,0,1714,0,"Southend West","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD"
0,0,15683,0,0,0,0,0,4116,21707,0,0,0,0,0,0,0,2251,0,"Southport","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD","LD"
0,0,22261,0,0,0,0,0,7789,12242,0,0,0,0,0,0,176,4009,0,"Spelthorne","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
1103,0,22047,0,564,0,0,0,16587,8211,0,0,0,0,0,0,0,1727,0,"Stafford","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
0,0,19793,0,0,0,0,0,13104,7338,0,0,0,0,0,0,0,3580,0,"Staffordshire Moorlands","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
1928,0,26834,0,0,0,0,0,10244,8427,0,0,0,0,0,0,0,2753,0,"Staffordshire South","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
2259,0,13445,0,679,0,0,0,16189,6965,0,0,0,0,0,0,0,1342,0,"Stalybridge & Hyde","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
1007,0,18491,366,0,0,0,0,14913,7432,0,0,0,0,0,0,0,2004,0,"Stevenage","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
0,0,11254,0,746,0,0,0,19558,6797,0,0,0,0,8091,0,0,395,0,"Stirling","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
1201,0,9913,0,677,0,0,0,16697,9778,0,0,0,0,0,0,0,862,0,"Stockport","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
1724,0,10247,1129,0,0,0,0,16923,6342,0,0,0,0,0,0,0,1556,0,"Stockton North","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
1553,302,19577,0,0,0,0,0,19245,7600,0,0,0,0,0,0,0,1471,0,"Stockton South","Con","Con","Con","Con","Con","Con","Con","Con","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
